noteId,tweetId,currentStatus,true_label_3way,true_label_text,n_votes,valid_votes,mean_rating_score,vote_helpful,vote_somewhat_helpful,vote_not_helpful,agree_rate,disagree_rate,helpful_clear_rate,helpful_good_sources_rate,helpful_addresses_claim_rate,helpful_important_context_rate,helpful_unbiased_language_rate,not_helpful_incorrect_rate,not_helpful_sources_missing_or_unreliable_rate,not_helpful_missing_key_points_rate,not_helpful_hard_to_understand_rate,not_helpful_argumentative_or_biased_rate,not_helpful_irrelevant_sources_rate,not_helpful_opinion_speculation_rate,not_helpful_note_not_needed_rate,mean_confidence,mean_changes_reader_understanding
1430799665243504645,1430230421615386627,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.8125,13,0,3,0.625,-0.625,0.625,0.75,0.625,0.375,0.875,-1.0,-1.0,-0.625,-1.0,-1.0,-0.875,-1.0,-1.0,77.875,62.1875
1529819034476240897,1529235231294865410,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875,-0.5,0.25,-1.0,1.0,-0.5,0.75,-0.375,77.125,10.9375
1578535828590104576,1577830046168858624,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0625,1,0,15,-0.875,0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.25,0.0,0.0,-1.0,-0.75,-0.375,-0.375,-0.75,71.875,19.1875
1592590624800186368,1591972667804233730,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,1.0,16,0,0,1.0,-1.0,1.0,0.875,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.625,72.875
1644662258310447105,1644418535106412544,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.625,0.75,-1.0,0.0,0.875,-1.0,-1.0,74.25,9.375
1646157599396573184,1646062033299730432,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.625,10,0,6,0.25,-0.25,0.25,0.25,0.25,0.125,0.375,-0.75,-0.875,-0.25,-1.0,-1.0,-0.75,-0.875,-1.0,78.625,53.8125
1649849450175635458,1649846870896701442,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.1875,3,0,13,-0.625,0.625,-0.625,-1.0,-0.625,-0.75,0.0,-0.375,-0.25,0.25,-1.0,-1.0,-0.125,-1.0,-1.0,69.0,28.8125
1651733910576066566,1651713447300677632,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.875,-0.5,-0.375,0.25,-1.0,-0.75,-0.25,0.25,-1.0,74.5,19.1875
1654909483456294918,1654899298830540801,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.25,0.0,-1.0,1.0,0.875,-0.375,-0.125,78.125,8.5625
1664165128743313408,1663760409348788225,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.4375,7,0,9,-0.125,0.125,-0.125,-1.0,-0.125,-0.125,0.125,0.0,-1.0,-0.5,-1.0,-1.0,-0.625,-0.75,-1.0,66.0625,50.8125
1669963945405235202,1669954527179546624,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-0.75,-0.25,0.75,-0.875,-0.375,0.0,0.75,-1.0,66.4375,19.1875
1690136094082322510,1689980202859089920,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.875,-0.5,-0.25,0.75,-1.0,0.75,0.5,-0.25,-1.0,74.5,14.0
1691710676144652425,1662445580310794240,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.875,0.625,0.5,-0.375,-1.0,-0.25,-0.125,0.375,-1.0,66.9375,23.25
1694011112637776209,1693735870723928448,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-1.0,-1.0,0.25,-1.0,-0.75,0.5,-1.0,1.0,86.875,4.6875
1694993303723245650,1694971154610405595,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875,-1.0,0.25,-1.0,-1.0,-0.5,0.25,-0.75,77.0,11.875
1703449417993388472,1703150061113258323,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-0.25,0.125,-1.0,0.5,1.0,0.25,0.625,70.375,7.5
1705372125161468369,1705349507288813749,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.875,-0.125,-0.625,0.625,-1.0,0.875,-0.875,0.0,-0.875,69.4375,18.625
1710617392299078041,1710615222702989440,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.9375,15,0,1,0.875,-0.875,0.875,0.875,0.75,0.75,0.875,-1.0,-0.875,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,80.125,72.25
1712126669014647182,1711963541022871732,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875,0.75,0.625,-1.0,0.125,0.125,-0.25,-1.0,66.5,18.0625
1712854373431222700,1712352657090707625,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.125,-0.25,0.25,0.125,-1.0,-0.875,-0.5,0.25,-1.0,60.5625,20.0
1713137366700118470,1712777935588032979,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.6875,11,0,5,0.375,-0.375,0.375,0.625,0.375,0.375,0.75,-0.875,-0.875,-0.5,-1.0,-1.0,-1.0,-0.625,-1.0,69.25,58.375
1717327429277008355,1716802364697624578,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,1.0,16,0,0,1.0,-1.0,1.0,-1.0,1.0,0.625,1.0,-1.0,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.375,86.4375
1720962075562758176,1720770947341258831,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.75,-1.0,-1.0,-0.375,-0.875,-0.125,88.6875,2.5
1727908135858225269,1727856952590434750,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.625,-0.625,0.375,-1.0,0.875,-0.75,0.0,-0.875,80.25,9.1875
1729730526984990781,1729302164894539827,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.625,10,0,6,0.25,-0.25,0.25,0.25,0.125,-0.375,0.375,-1.0,-0.375,-0.75,-1.0,-1.0,-0.75,-0.75,-0.625,74.75,40.25
1730300933890875710,1730279570517995537,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,1.0,16,0,0,1.0,-1.0,1.0,0.875,1.0,0.625,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.3125,71.75
1732542078666653819,1732426176147464409,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875,-0.125,0.875,-1.0,-0.125,0.0,1.0,-1.0,72.25,12.5
1733033610716835913,1732722672885227782,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-0.875,0.875,-1.0,-1.0,-1.0,-1.0,-0.875,-1.0,-0.875,0.375,-1.0,-1.0,-0.25,-0.625,0.25,74.0,12.25
1734000202317517219,1733848407951749254,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.375,0.125,-1.0,-1.0,-0.75,-0.875,-1.0,56.625,11.9375
1737826355536908525,1737777566532940025,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,-1.0,0.5,0.25,-0.375,0.875,77.5,7.6875
1739357498598138236,1739023377719803991,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.375,-0.75,-0.25,1.0,-1.0,0.875,0.0,1.0,-0.875,68.0,18.625
1739386844389716040,1738584639298773300,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-0.875,-1.0,-0.75,0.875,-0.75,-0.625,-1.0,-1.0,-0.625,-1.0,-1.0,61.4375,24.1875
1742133195313717568,1742120380226027632,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.8125,13,0,3,0.625,-0.625,0.625,0.25,0.75,0.5,0.75,-1.0,-0.875,-0.625,-1.0,-1.0,-1.0,-1.0,-1.0,82.375,71.25
1743236654557483245,1743232952987795813,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875,-0.125,0.75,-0.875,0.875,0.75,0.0,-0.625,79.625,5.75
1744626520264466911,1744506227135045742,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,0.0,0.25,0.125,-0.875,-0.875,-0.375,-0.375,-0.875,62.1875,18.9375
1746095808770867445,1745865842141597893,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-0.875,0.875,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-0.5,-0.25,-1.0,-1.0,0.125,-0.375,-0.875,70.4375,18.5
1750615448721219984,1750522678849777967,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.8125,13,0,3,0.625,-0.625,0.625,0.625,0.625,0.125,0.5,-0.875,-0.75,-0.875,-1.0,-0.75,-1.0,-1.0,-1.0,80.0,64.625
1753666011696677344,1753601008494915754,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.625,-0.875,0.25,0.875,-1.0,-1.0,0.125,0.75,-1.0,68.875,17.1875
1754924556098089410,1754709737940173232,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-0.875,0.875,-1.0,-1.0,-1.0,-1.0,-0.875,-0.75,0.75,0.25,-1.0,-1.0,1.0,-1.0,-1.0,82.9375,15.0
1757327650555670997,1757231295044682130,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.0,0,0,16,-0.875,0.875,-1.0,-1.0,-1.0,-1.0,-0.25,-0.875,0.5,0.25,-1.0,-0.875,1.0,-0.75,-1.0,74.0625,19.25
1758793916529184992,1758567335261061381,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0625,1,0,15,-0.875,0.875,-0.875,-0.875,-0.875,-0.875,-0.75,-0.875,-0.25,0.375,-0.875,0.0,-0.125,0.75,-0.875,68.875,22.4375
1759322086202634270,1759286270717563281,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.625,-0.875,-0.625,0.0,-0.875,-0.875,0.625,-0.25,0.0,73.75,8.1875
1760108095475245192,1760088423375708245,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.875,14,0,2,0.75,-0.75,0.625,0.625,0.75,0.75,0.875,-1.0,-1.0,-0.875,-1.0,-1.0,-0.75,-1.0,-0.875,82.8125,65.9375
1765701269585317892,1765644789985186005,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.875,-1.0,0.25,-0.875,-1.0,0.375,-1.0,-0.375,80.6875,5.5625
1766634314286956775,1766314798088614251,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.625,-0.625,0.5,0.25,-0.5,-0.75,84.5625,5.125
1767660014078935135,1766485343476297796,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.125,-0.625,-1.0,-0.75,0.75,-0.375,1.0,82.5,5.3125
1767942080255459378,1767894853902377351,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.25,-0.875,0.0,-0.625,0.25,-0.25,0.875,-1.0,73.3125,13.8125
1769909928368443426,1769903472596439141,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.625,-1.0,-0.625,0.625,-0.75,-0.75,83.625,7.25
1770483687169118324,1770353600130117734,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.875,-1.0,0.25,-0.75,-0.875,0.25,-0.875,-0.125,76.5,9.6875
1770688016069402691,1770595247292313992,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.9375,15,0,1,0.875,-0.875,0.875,1.0,0.875,0.875,1.0,-1.0,-1.0,-0.875,-1.0,-1.0,-0.875,-1.0,-0.875,81.875,67.75
1774033464880238830,1773666190172307669,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.8125,13,0,3,0.625,-0.625,0.625,-0.875,0.625,0.625,0.75,-0.75,-0.375,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,67.375,63.875
1774060353590051112,1773804707468730550,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.875,-0.125,-0.25,0.75,-1.0,0.5,0.0,0.625,-1.0,76.8125,13.6875
1777107524413767727,1776975848857604579,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-0.75,-1.0,0.0,-0.125,-0.125,0.5,-1.0,-0.75,0.0,0.0,-1.0,58.9375,31.1875
1778576257195880861,1778561550032486701,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.875,14,0,2,0.75,-0.75,0.75,0.75,0.875,0.75,0.875,-0.75,-1.0,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,82.75,75.5625
1782410213800522211,1782408205500620810,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.8125,13,0,3,0.625,-0.625,0.625,0.5,0.625,0.5,0.625,-0.75,-1.0,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,78.5,68.625
1783309719060582634,1783299895174246404,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.0625,1,0,15,-0.875,0.875,-0.875,-0.875,-0.875,-0.875,-0.875,-0.125,-0.25,0.375,-1.0,-1.0,-0.75,0.375,-1.0,56.5,23.5625
1784660380096004579,1784370102051213763,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.3125,5,0,11,-0.375,0.375,-0.375,-1.0,-0.375,-0.375,-0.25,-0.125,1.0,-0.375,-1.0,-1.0,-0.5,0.0,-1.0,45.875,39.25
1785604611065180401,1785210310070075892,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,8,0,8,0.0,0.0,0.0,-0.5,0.0,-0.25,0.125,-0.25,-0.875,-0.375,-1.0,-0.875,-0.875,-1.0,-1.0,67.5625,45.5625
1787225392245293169,1787195481258344566,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.125,2,0,14,-0.75,0.75,-0.75,-0.75,-0.75,-0.875,-0.875,-0.25,-0.625,-0.375,-1.0,-0.125,0.0,-0.875,-1.0,68.625,20.0625
1789347683003474284,1789338044169900080,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.25,4,0,12,-0.5,0.5,-0.5,-0.25,-0.5,-0.625,-0.25,0.0,-0.875,-0.375,-1.0,-1.0,-0.75,-0.75,-1.0,71.3125,33.0625
1792585853266481489,1792585243091734986,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,1.0,16,0,0,1.0,-1.0,1.0,0.875,1.0,0.875,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.625,82.875
1794746117986422851,1794393438924017781,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.375,-1.0,0.375,0.25,-0.875,-0.625,85.625,5.0
1794792476860887303,1794023945907089485,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-0.875,0.875,-1.0,-1.0,-1.0,-1.0,-0.75,-0.5,-0.125,0.625,-1.0,0.625,-0.375,0.125,-1.0,69.8125,17.5625
1794924470060126358,1793699101827318151,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875,0.0,0.25,-0.875,1.0,-0.5,-0.875,-1.0,79.1875,14.375
1795547975382405631,1795520331081298192,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.9375,15,0,1,0.875,-0.875,0.875,-0.125,0.875,0.5,0.875,-1.0,-1.0,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,77.0,70.8125
1795794174236635517,1795587741801156786,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.4375,7,0,9,-0.125,0.125,-0.125,-0.5,-0.125,-0.25,0.25,-0.5,-0.375,-0.375,-1.0,-1.0,0.0,-0.625,-1.0,58.5625,48.6875
1798043110976692479,1797836693309100227,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.375,-0.625,0.125,-1.0,0.0,0.375,-0.625,70.0,9.3125
1798636590719541686,1798364022670299286,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.375,-0.625,0.125,-1.0,-0.875,0.125,1.0,0.125,70.5625,9.75
1800143657531572671,1799911951025520713,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.4375,7,0,9,0.0,0.0,-0.125,-1.0,-0.375,-0.875,-0.25,-0.625,-1.0,-0.25,-1.0,-1.0,-0.75,-1.0,0.125,78.25,23.5
1800996956623315169,1800917317049782613,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-0.875,-0.625,0.0,-1.0,-1.0,0.5,-0.5,0.75,72.75,8.125
1801260921223815243,1800944754508628090,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,-0.125,0.25,-1.0,-0.875,0.0,-0.25,-1.0,73.75,16.5
1804884748566737113,1804110253530788350,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.125,2,0,14,-0.75,0.75,-0.875,-0.875,-0.75,-0.75,-0.75,-0.375,-0.5,0.625,-1.0,-1.0,-0.625,-0.875,-1.0,75.5625,20.25
1811445367885422919,1811113699098198400,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-0.5,0.5,-1.0,-1.0,-1.0,-1.0,-0.875,-1.0,-1.0,0.625,-1.0,1.0,0.75,-0.75,0.875,80.3125,5.3125
